NO,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROI
1268,KBSTAR 국채선물10년,51380,하락75,-0.15%,0,264,514,0.00,3,N/A,N/A
1269,삼성 레버리지 코스피200 선물 ETN,26370,하락90,-0.34%,0,264,1000,0.00,522,N/A,N/A
1270,신한 레버리지 코스피 200 선물 ETN,26175,하락250,-0.95%,0,262,1000,0.00,2,N/A,N/A
1271,신한 브렌트원유 선물 ETN(H),12970,하락285,-2.15%,0,259,2000,0.00,22,N/A,N/A
1272,메리츠 미국채10년 ETN(H),8575,상승10,+0.12%,0,257,3000,0.00,1,N/A,N/A
1273,TRUE 레버리지 금 선물 ETN,25665,상승70,+0.27%,0,257,1000,0.00,2,N/A,N/A
1274,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),25440,상승180,+0.71%,0,254,1000,0.00,390,N/A,N/A
1275,한화투자증권우,5300,하락30,-0.56%,5000,254,4800,0.52,815,-21.20,N/A
1276,TRUE 블룸버그 레버리지 천연가스 선물 ETN,1260,하락145,-10.32%,0,252,20000,0.00,136639,N/A,N/A
1277,TIGER 글로벌멀티에셋TIF액티브,9680,하락20,-0.21%,0,252,2600,0.00,331,N/A,N/A
1278,ARIRANG 미국단기우량회사채,109225,0,0.00%,0,251,230,0.00,0,N/A,N/A
1279,대신 레버리지 KRX 금현물 ETN,25025,상승150,+0.60%,0,250,1000,0.00,5,N/A,N/A
1280,ACE ESG액티브,7580,0,0.00%,0,250,3300,0.00,0,N/A,N/A
1281,TIGER 구리실물,10635,하락30,-0.28%,0,250,2350,0.00,452,N/A,N/A
1282,메리츠 레버리지 대표 농산물 선물 ETN(H),24680,0,0.00%,0,247,1000,0.00,0,N/A,N/A
1283,TIGER 인도니프티50레버리지(합성),24625,상승85,+0.35%,0,246,1000,0.00,755,N/A,N/A
1284,KBSTAR 국고채3년,108900,하락90,-0.08%,0,245,225,0.00,2,N/A,N/A
1285,KODEX 아시아반도체공급망exChina액티브,10600,하락5,-0.05%,0,244,2300,0.00,1017,N/A,N/A
1286,TRUE 레버리지 플래티넘 선물 ETN,24355,상승935,+3.99%,0,244,1000,0.00,58,N/A,N/A
1287,TIGER MKF배당귀족,11550,하락30,-0.26%,0,243,2100,0.00,561,N/A,N/A
1288,신한 인버스 2X 코스닥 150 선물 ETN,9500,상승280,+3.04%,0,238,2500,0.00,39046,N/A,N/A
1289,하이트론,2470,0,0.00%,500,237,9611,0.68,0,-3.08,-45.71
1290,신한 옥수수 선물 ETN(H),11775,하락95,-0.80%,0,236,2000,0.00,8,N/A,N/A
1291,하나 Solactive US Tech Top 10 ETN(H),11770,0,0.00%,0,235,2000,0.00,0,N/A,N/A
1292,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,23405,상승145,+0.62%,0,234,1000,0.00,1,N/A,N/A
1293,KODEX 미국러셀2000(H),11410,하락20,-0.17%,0,234,2050,0.00,265,N/A,N/A
1294,TRUE 인버스 0.5X S&P500 VIX S/T 선물 ETN,23280,0,0.00%,0,233,1000,0.00,0,N/A,N/A
1295,미래에셋 Q150 Core5 ETN,11620,0,0.00%,0,232,2000,0.00,0,N/A,N/A
1296,메리츠 레버리지 인플레이션 국채 ETN,11610,0,0.00%,0,232,2000,0.00,0,N/A,N/A
1297,TIGER 차이나반도체FACTSET,7590,하락30,-0.39%,0,231,3040,1.12,1289,N/A,N/A
1298,TIGER KRX2차전지K-뉴딜레버리지,12370,하락35,-0.28%,0,229,1850,3.62,74940,N/A,N/A
1299,HANARO Fn K-POP&미디어,9530,하락185,-1.90%,0,229,2400,0.05,9396,N/A,N/A
1300,WOORI 대한민국국고채액티브,51475,하락185,-0.36%,0,228,442,0.00,313,N/A,N/A
1301,QV 인버스 미국 IT TOP5 ETN(H),11320,0,0.00%,0,226,2000,0.00,0,N/A,N/A
1302,KODEX TRF5050,12565,상승30,+0.24%,0,226,1800,0.00,131,N/A,N/A
1303,신한 인버스 코스피 200 선물 ETN,11290,상승35,+0.31%,0,226,2000,0.00,2,N/A,N/A
1304,미래에셋 인버스 코스피200 선물 ETN,11275,상승25,+0.22%,0,226,2000,0.00,9151,N/A,N/A
1305,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),22445,0,0.00%,0,224,1000,0.00,0,N/A,N/A
1306,메리츠 레버리지 국채30년 ETN,5610,하락70,-1.23%,0,224,4000,0.00,6738,N/A,N/A
1307,KODEX 코스피대형주,12465,하락5,-0.04%,0,224,1800,0.00,1323,N/A,N/A
1308,미래에셋 인버스 천연가스 선물 ETN(H),22400,상승1155,+5.44%,0,224,1000,0.00,72,N/A,N/A
1309,메리츠 인버스 천연가스 선물 ETN(H),22380,상승1085,+5.10%,0,224,1000,0.00,437,N/A,N/A
1310,QV 레버리지 금 선물 ETN(H),22355,0,0.00%,0,224,1000,0.00,0,N/A,N/A
1311,메리츠 레버리지 금 선물 ETN(H),22220,0,0.00%,0,222,1000,0.00,0,N/A,N/A
1312,HANARO 코스닥150,13715,0,0.00%,0,222,1620,0.06,0,N/A,N/A
1313,대덕전자1우,10570,하락30,-0.28%,500,221,2096,1.06,1648,2.96,N/A
1314,코아스,716,상승2,+0.28%,500,221,30907,0.77,21919,-11.55,-10.57
1315,솔루스첨단소재2우B,11690,하락260,-2.18%,100,221,1889,0.04,427,-45.14,N/A
1316,메리츠 인플레이션 국채 ETN,11010,0,0.00%,0,220,2000,0.00,0,N/A,N/A
1317,KODEX TRF7030,13760,상승30,+0.22%,0,220,1600,0.00,1593,N/A,N/A
1318,KBSTAR 글로벌4차산업IT(합성 H),19125,하락155,-0.80%,0,220,1150,0.00,470,N/A,N/A
1319,KODEX 삼성전자채권혼합Wise,10405,하락35,-0.34%,0,218,2100,0.46,679,N/A,N/A
1320,TIGER 농산물선물Enhanced(H),7685,하락50,-0.65%,0,215,2800,0.00,1422,N/A,N/A
1321,TIGER KRX게임K-뉴딜,6300,하락65,-1.02%,0,214,3400,0.29,13248,N/A,N/A
1322,메리츠 레버리지 미국채30년 ETN(H),7135,상승35,+0.49%,0,214,3000,0.00,12987,N/A,N/A
1323,TIGER 차이나CSI300인버스(합성),7635,상승5,+0.07%,0,214,2800,1.87,87,N/A,N/A
1324,KODEX 배당성장채권혼합,11810,하락40,-0.34%,0,213,1800,0.00,281,N/A,N/A
1325,미래에셋 미디어엔터 Core5 ETN,10560,0,0.00%,0,211,2000,0.00,0,N/A,N/A
1326,ARIRANG 코스피50,23380,하락160,-0.68%,0,210,900,0.00,13,N/A,N/A
1327,KODEX 글로벌로봇(합성),16595,하락35,-0.21%,0,209,1260,0.52,626,N/A,N/A
1328,신한 다우존스지수 선물 ETN(H),20700,하락30,-0.14%,0,207,1000,0.00,1,N/A,N/A
1329,대상우,15020,하락10,-0.07%,1000,206,1370,0.87,167,6.51,N/A
1330,신한 블룸버그 2X 천연가스 선물 ETN(H),1360,하락150,-9.93%,0,204,15000,0.00,248292,N/A,N/A
1331,TRUE 인버스 2X 구리 선물 ETN,20345,하락55,-0.27%,0,203,1000,0.00,45,N/A,N/A
1332,신한 인버스 2X 다우존스지수 선물 ETN(H),2025,0,0.00%,0,202,10000,0.00,10936,N/A,N/A
1333,TIGER 원유선물인버스(H),3240,상승55,+1.73%,0,202,6250,0.45,53159,N/A,N/A
1334,키움 인버스 미국달러선물 ETN,9980,하락15,-0.15%,0,200,2000,0.00,7,N/A,N/A
1335,KODEX K-친환경선박액티브,10760,상승40,+0.37%,0,199,1850,0.00,9507,N/A,N/A
1336,메리츠 인버스 국채3년 ETN,9920,0,0.00%,0,198,2000,0.00,0,N/A,N/A
1337,KODEX 에너지화학,18870,하락65,-0.34%,0,198,1050,0.00,1929,N/A,N/A
1338,TIGER 코스피고배당,14335,하락55,-0.38%,0,198,1380,0.05,147,N/A,N/A
1339,코리아써우,6640,하락80,-1.19%,500,197,2965,1.19,61,2.65,N/A
1340,신한 레버리지 구리 선물 ETN,19670,상승195,+1.00%,0,197,1000,0.00,59,N/A,N/A
1341,TRUE 레버리지 은 선물 ETN,19655,0,0.00%,0,197,1000,0.00,0,N/A,N/A
1342,QV iSelect 글로벌 EMP ETN(H),9815,0,0.00%,0,196,2000,0.00,0,N/A,N/A
1343,미래에셋 코스닥150 선물 ETN,9800,하락130,-1.31%,0,196,2000,0.00,2,N/A,N/A
1344,KBSTAR 200선물레버리지,15060,하락30,-0.20%,0,196,1300,1.88,1173,N/A,N/A
1345,신한 K200 USD 선물 바이셀 ETN,9760,하락60,-0.61%,0,195,2000,0.00,7,N/A,N/A
1346,TIGER 200동일가중,11470,0,0.00%,0,195,1700,0.00,0,N/A,N/A
1347,미래에셋 레버리지 은 선물 ETN,19485,0,0.00%,0,195,1000,0.00,0,N/A,N/A
1348,메리츠 국채10년 ETN,9720,0,0.00%,0,194,2000,0.00,0,N/A,N/A
1349,KBSTAR 미국S&P원유생산기업(합성 H),5890,하락45,-0.76%,0,194,3300,0.84,7908,N/A,N/A
1350,NPC우,3680,하락40,-1.08%,500,194,5280,2.87,3197,5.49,N/A
1351,넥센타이어1우B,2980,하락15,-0.50%,500,194,6500,5.27,1074,-11.16,N/A
1352,삼성중공우,168100,하락200,-0.12%,1000,193,115,2.36,36,-238.78,N/A
1353,KODEX 게임산업,8365,하락75,-0.89%,0,192,2300,0.00,5002,N/A,N/A
1354,비케이탑스,904,0,0.00%,500,192,21248,1.14,0,-1.28,-228.88
1355,ACE 코스닥150,13650,하락175,-1.27%,0,191,1400,0.00,100,N/A,N/A
1356,하나 S&P 인버스 2X WTI원유 선물 ETN,19075,상승895,+4.92%,0,191,1000,0.00,2573,N/A,N/A
1357,신한 블룸버그 인버스 2X WTI원유 선물 ETN,19065,상승765,+4.18%,0,191,1000,0.00,15789,N/A,N/A
1358,KB S&P 인버스 2X WTI원유 선물 ETN,19050,상승730,+3.98%,0,190,1000,0.00,2853,N/A,N/A
1359,QV 블룸버그 -2X WTI원유선물 ETN,19025,상승710,+3.88%,0,190,1000,0.00,111,N/A,N/A
1360,ACE 아시아TOP50S&P,12670,하락95,-0.74%,0,190,1500,0.00,11,N/A,N/A
1361,신한 FnGuide 치킨 ETN,9460,상승75,+0.80%,0,189,2000,0.00,2,N/A,N/A
1362,TIGER 코스닥150바이오테크,7925,하락80,-1.00%,0,189,2380,0.00,101098,N/A,N/A
1363,신한 코스닥 150 ETN,9420,하락120,-1.26%,0,188,2000,0.00,2,N/A,N/A
1364,LX하우시스우,18180,상승180,+1.00%,5000,188,1032,12.02,955,-1.55,N/A
1365,TRUE 인버스 2X 금 선물 ETN,18645,상승345,+1.89%,0,186,1000,0.00,50,N/A,N/A
1366,TIGER 미국나스닥100TR채권혼합Fn,10640,하락25,-0.23%,0,186,1750,0.00,1022,N/A,N/A
1367,KB 레버리지 KOSDAQ 150 선물 ETN,36935,0,0.00%,0,185,500,0.00,0,N/A,N/A
1368,ACE 친환경자동차밸류체인액티브,12220,상승45,+0.37%,0,183,1500,0.00,1000,N/A,N/A
1369,KODEX 코스피100,26175,상승5,+0.02%,0,183,700,0.00,501,N/A,N/A
1370,미래에셋 인버스 코스닥150 선물 ETN,9150,상승135,+1.50%,0,183,2000,0.00,287134,N/A,N/A
1371,LX홀딩스1우,12450,0,0.00%,1000,182,1465,3.28,3766,5.69,N/A
1372,하이트진로2우B,16110,0,0.00%,5000,182,1130,2.67,531,13.19,N/A
1373,메리츠 미국 인플레이션 국채 ETN(H),9100,0,0.00%,0,182,2000,0.00,0,N/A,N/A
1374,메리츠 인버스 2X 구리 선물 ETN(H),18180,0,0.00%,0,182,1000,0.00,0,N/A,N/A
1375,신한 인버스 코스닥 150 선물 ETN,9080,상승35,+0.39%,0,182,2000,0.00,2,N/A,N/A
1376,QV 인버스 레버리지 구리 선물 ETN(H),18155,0,0.00%,0,182,1000,0.00,0,N/A,N/A
1377,하나 인버스 2X 구리 선물 ETN(H),18015,0,0.00%,0,180,1000,0.00,0,N/A,N/A
1378,TIGER 200 에너지화학,16955,하락85,-0.50%,0,180,1060,0.00,2454,N/A,N/A
1379,코오롱글로벌우,24100,하락250,-1.03%,5000,179,741,0.13,104,4.23,N/A
1380,에셋플러스 코리아플랫폼액티브,7135,하락35,-0.49%,0,178,2500,0.92,211,N/A,N/A
1381,대신 밀 선물 ETN(H),8915,하락200,-2.19%,0,178,2000,0.00,360,N/A,N/A
1382,KODEX 배당성장,13685,하락45,-0.33%,0,178,1300,0.25,195,N/A,N/A
1383,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),17790,상승690,+4.04%,0,178,1000,0.00,1554,N/A,N/A
1384,ACE 러시아MSCI(합성),9590,0,0.00%,0,177,1850,0.15,0,N/A,N/A
1385,TRUE 레버리지 구리 선물 ETN,17550,0,0.00%,0,176,1000,0.00,0,N/A,N/A
1386,ARIRANG KOFR금리,100365,0,0.00%,0,174,173,0.00,5,N/A,N/A
1387,KODEX 보험,7880,상승45,+0.57%,0,173,2200,0.45,4324,N/A,N/A
1388,TIGER 차이나항셍테크레버리지(합성 H),7990,하락5,-0.06%,0,173,2160,0.00,4971,N/A,N/A
1389,메리츠 레버리지 은 선물 ETN(H),17255,0,0.00%,0,173,1000,0.00,0,N/A,N/A
1390,코오롱우,15980,하락20,-0.12%,5000,172,1076,6.13,223,1.60,N/A
1391,미래에셋 코스피200 선물 ETN,8595,하락60,-0.69%,0,172,2000,0.00,2,N/A,N/A
1392,TRUE 인버스 2X 유로스탁스50 ETN(H) B,17180,하락115,-0.66%,0,172,1000,0.00,558,N/A,N/A
1393,KB 레버리지 항셍테크 선물 ETN(H) B,17085,하락60,-0.35%,0,171,1000,0.00,2,N/A,N/A
1394,삼성 인버스 2X 항셍테크 ETN(H),8540,상승40,+0.47%,0,171,2000,0.00,1870,N/A,N/A
1395,신한 코스피 200 ETN,8500,하락40,-0.47%,0,170,2000,0.00,2,N/A,N/A
1396,KBSTAR 차이나HSCEI(H),8070,하락5,-0.06%,0,169,2100,0.12,104,N/A,N/A
1397,QV 레버리지 은 선물 ETN(H),16865,0,0.00%,0,169,1000,0.00,0,N/A,N/A
1398,삼양홀딩스우,55400,상승300,+0.54%,5000,168,304,1.36,3,6.92,N/A
1399,삼성 S&P500 VIX S/T 선물 ETN,16840,하락115,-0.68%,0,168,1000,0.00,18224,N/A,N/A
1400,마이티 다이나믹퀀트액티브,11625,하락30,-0.26%,0,167,1440,0.00,3,N/A,N/A
1401,KODEX Fn시스템반도체,8345,하락140,-1.65%,0,167,2000,0.29,19960,N/A,N/A
1402,KODEX 미국나스닥100(H),10760,상승15,+0.14%,0,167,1550,0.10,22912,N/A,N/A
1403,KOSEF 미국달러선물레버리지,12160,상승65,+0.54%,0,165,1360,0.00,1520,N/A,N/A
1404,메리츠 인버스 2X 금 선물 ETN(H),16440,하락60,-0.36%,0,164,1000,0.00,17,N/A,N/A
1405,KBSTAR 200선물인버스,5870,상승25,+0.43%,0,164,2800,0.00,1329,N/A,N/A
1406,미래에셋 S&P 유럽탄소배출권 선물 ETN,16400,하락65,-0.39%,0,164,1000,0.00,1,N/A,N/A
1407,TIGER 유로스탁스배당30,11700,상승155,+1.34%,0,164,1400,0.00,196,N/A,N/A
1408,메리츠 S&P 유럽탄소배출권 선물 ETN,16350,하락5,-0.03%,0,164,1000,0.00,1,N/A,N/A
1409,TRUE FTSE100 ETN,16325,상승60,+0.37%,0,163,1000,0.00,31,N/A,N/A
1410,ACE 미국30년국채선물레버리지(합성 H),9020,상승45,+0.50%,0,162,1800,0.00,22767,N/A,N/A
1411,ARIRANG ESG성장주액티브,8105,하락25,-0.31%,0,162,2000,0.00,2,N/A,N/A
1412,TIGER 일본엔선물,9535,상승10,+0.10%,0,162,1700,0.33,3444,N/A,N/A
1413,ARIRANG 미국다우존스고배당주(합성 H),15735,상승150,+0.96%,0,162,1030,0.00,149,N/A,N/A
1414,한화우,33800,하락1300,-3.70%,5000,162,479,0.14,354,2.52,N/A
1415,에이리츠,3625,하락15,-0.41%,5000,162,4463,0.24,3068,-11.77,-3.96
1416,FOCUS KRX300,16145,0,0.00%,0,161,1000,0.00,0,N/A,N/A
1417,QV 인버스 레버리지 금 선물 ETN(H),16095,0,0.00%,0,161,1000,0.00,0,N/A,N/A
1418,대신 철광석 선물 ETN(H) B,15985,0,0.00%,0,160,1000,0.00,0,N/A,N/A
1419,대한제당우,2460,하락25,-1.01%,500,159,6483,2.25,14590,9.25,N/A
1420,KBSTAR 미국S&P500(H),10565,상승20,+0.19%,0,158,1500,0.00,32,N/A,N/A
1421,TIGER 우량가치,11475,하락45,-0.39%,0,158,1380,0.00,252,N/A,N/A
1422,TIMEFOLIO 탄소중립액티브,12155,하락100,-0.82%,0,158,1300,0.00,58,N/A,N/A
1423,TIGER MSCI KOREA ESG리더스,9060,하락40,-0.44%,0,158,1740,0.00,9,N/A,N/A
1424,삼성 레버리지 구리 선물 ETN(H),15755,상승155,+0.99%,0,158,1000,0.00,1084,N/A,N/A
1425,QV 인버스 레버리지 WTI원유 선물 ETN(H),105,상승5,+5.00%,0,158,150000,0.00,10806,N/A,N/A
1426,HANARO Fn K-게임,5075,하락45,-0.88%,0,157,3100,0.00,9480,N/A,N/A
1427,QV 미국 IT TOP5 ETN(H),22445,상승110,+0.49%,0,157,700,0.00,95,N/A,N/A
1428,KODEX 미국S&P500(H),10120,하락5,-0.05%,0,157,1550,0.00,5019,N/A,N/A
1429,미래에셋 인버스 2X 은 선물 ETN,15685,하락380,-2.37%,0,157,1000,0.00,2,N/A,N/A
1430,메리츠 미국레버리지 인플레이션국채ETN(H),7840,0,0.00%,0,157,2000,0.00,0,N/A,N/A
1431,TRUE 인버스 2X 은 선물 ETN,15625,하락480,-2.98%,0,156,1000,0.00,350,N/A,N/A
1432,TRUE S&P500 VIX S/T 선물 ETN(H),15610,하락125,-0.79%,0,156,1000,0.00,489,N/A,N/A
1433,신한 FnGuide 폐기물처리 ETN,7795,상승95,+1.23%,0,156,2000,0.00,4,N/A,N/A
1434,TIGER K게임,9445,하락125,-1.31%,0,156,1650,0.24,8658,N/A,N/A
1435,메리츠 레버리지 구리 선물 ETN(H),15570,0,0.00%,0,156,1000,0.00,0,N/A,N/A
1436,QV 레버리지 구리 선물 ETN(H),15525,0,0.00%,0,155,1000,0.00,0,N/A,N/A
1437,일정실업,12900,0,0.00%,5000,155,1200,0.00,0,-1.81,-98.15
1438,하나 레버리지 구리 선물 ETN(H),15435,0,0.00%,0,154,1000,0.00,0,N/A,N/A
1439,TRUE S&P 유럽탄소배출권 선물 ETN(H),15350,0,0.00%,0,154,1000,0.00,0,N/A,N/A
1440,메리츠 S&P 유럽탄소배출권 선물 ETN(H),15300,하락40,-0.26%,0,153,1000,0.00,1,N/A,N/A
1441,KODEX 코스닥150롱코스피200숏선물,10120,하락130,-1.27%,0,152,1500,0.00,2,N/A,N/A
1442,KODEX 필수소비재,7550,하락25,-0.33%,0,151,2000,0.02,639,N/A,N/A
1443,KODEX 다우존스미국리츠(H),11585,상승75,+0.65%,0,151,1300,0.00,254,N/A,N/A
1444,메리츠 인버스 2X 국채30년 ETN,14990,하락30,-0.20%,0,150,1000,0.00,10,N/A,N/A
1445,KODEX 200가치저변동,9940,상승10,+0.10%,0,149,1500,0.00,248,N/A,N/A
1446,SOL 코스닥150,13235,하락240,-1.78%,0,148,1120,0.00,216,N/A,N/A
1447,신한 인버스 WTI원유 선물 ETN(H),2940,상승55,+1.91%,0,147,5000,0.00,2981,N/A,N/A
1448,KBSTAR 글로벌클린에너지S&P,9785,하락100,-1.01%,0,147,1500,0.00,509,N/A,N/A
1449,KBSTAR 글로벌메타버스Moorgate,8385,하락45,-0.53%,0,147,1750,0.84,22,N/A,N/A
1450,ARIRANG 우주항공&UAM iSelect,11285,상승180,+1.62%,0,147,1300,0.00,10091,N/A,N/A
1451,신한 인버스 2X 코스피 200 선물 ETN,14655,상승220,+1.52%,0,147,1000,0.00,19,N/A,N/A
1452,KB 인버스 2X 나스닥 100 ETN,7290,0,0.00%,0,146,2000,0.00,179,N/A,N/A
1453,TIGER 단기선진하이일드(합성 H),12140,0,0.00%,0,146,1200,0.00,19,N/A,N/A
1454,유유제약1우,6420,하락10,-0.16%,1000,146,2267,0.52,787,-21.26,N/A
1455,삼성 인버스 2X 코스피200 선물 ETN,14480,상승20,+0.14%,0,145,1000,0.00,3832,N/A,N/A
1456,TIGER AI코리아그로스액티브,12060,상승30,+0.25%,0,145,1200,0.02,10,N/A,N/A
1457,TIGER 글로벌자원생산기업(합성 H),15980,하락105,-0.65%,0,144,900,0.00,24,N/A,N/A
1458,미래에셋 인버스 미디어엔터 Core5 ETN,14365,0,0.00%,0,144,1000,0.00,0,N/A,N/A
1459,FOCUS ESG리더스,10250,0,0.00%,0,144,1400,0.00,0,N/A,N/A
1460,KODEX TDF2050액티브,11035,0,0.00%,0,143,1300,0.00,689,N/A,N/A
1461,KBSTAR 국채선물3년,51765,상승40,+0.08%,0,143,276,0.00,1,N/A,N/A
1462,KBSTAR 채권혼합,59510,상승110,+0.19%,0,143,240,0.00,1,N/A,N/A
1463,KB 인버스 2X KOSDAQ 150 선물 ETN,9505,상승285,+3.09%,0,143,1500,0.00,14486,N/A,N/A
1464,TIMEFOLIO 이노베이션액티브,8910,하락50,-0.56%,0,143,1600,0.00,26,N/A,N/A
1465,SOL 국고채3년,102875,하락80,-0.08%,0,142,138,0.00,13,N/A,N/A
1466,TIGER 미국달러선물레버리지,12905,상승75,+0.58%,0,142,1100,0.00,960,N/A,N/A
1467,KOSEF 코스닥150,6720,하락85,-1.25%,0,141,2100,0.00,11,N/A,N/A
1468,KBSTAR V&S셀렉트밸류채권혼합,11735,하락45,-0.38%,0,141,1200,0.00,562,N/A,N/A
1469,TIGER 200 철강소재,9885,하락15,-0.15%,0,140,1420,0.00,2417,N/A,N/A
1470,QV 인버스 레버리지 은 선물 ETN(H),14035,0,0.00%,0,140,1000,0.00,0,N/A,N/A
1471,한진칼우,25950,상승200,+0.78%,2500,139,537,1.39,535,2.55,N/A
1472,ARIRANG 선진국MSCI(합성 H),11055,상승25,+0.23%,0,139,1260,0.00,2551,N/A,N/A
1473,KOSEF 미국달러선물인버스2X,5875,하락20,-0.34%,0,139,2370,0.00,6112,N/A,N/A
1474,KODEX 200exTOP,11525,0,0.00%,0,138,1200,0.00,0,N/A,N/A
1475,신한 인버스 2X 구리 선물 ETN,2755,하락20,-0.72%,0,138,5000,0.00,703,N/A,N/A
1476,KODEX Fn Top10동일가중,8060,하락15,-0.19%,0,137,1700,0.00,524,N/A,N/A
1477,티와이홀딩스우,10910,상승210,+1.96%,500,137,1255,0.47,427,6.22,N/A
1478,ACE 미국다우존스리츠(합성 H),76080,상승135,+0.18%,0,137,180,0.00,579,N/A,N/A
1479,메리츠 인버스 2X 은 선물 ETN(H),13685,하락410,-2.91%,0,137,1000,0.00,5927,N/A,N/A
1480,FOCUS AI코리아액티브,11350,하락60,-0.53%,0,136,1200,0.00,39,N/A,N/A
1481,메리츠 인버스 2X 미국채10년 ETN(H),13560,상승20,+0.15%,0,136,1000,0.00,3,N/A,N/A
1482,TIGER TSMC밸류체인FACTSET,9350,하락90,-0.95%,0,136,1450,4.17,4665,N/A,N/A
1483,KB 블룸버그 레버리지 천연가스선물 ETN(H),1355,하락160,-10.56%,0,136,10000,0.00,136698,N/A,N/A
1484,ACE 일본Nikkei225(H),19355,하락155,-0.79%,0,135,700,0.00,11,N/A,N/A
1485,하나 S&P 레버리지 WTI원유 선물 ETN,13515,하락655,-4.62%,0,135,1000,0.00,77,N/A,N/A
1486,ACE 엔비디아채권혼합블룸버그,12255,상승45,+0.37%,0,135,1100,0.00,5793,N/A,N/A
1487,신한 블룸버그 레버리지 WTI원유 선물 ETN,13465,하락570,-4.06%,0,135,1000,0.00,135,N/A,N/A
1488,QV 블룸버그 2X WTI원유선물 ETN,13460,하락580,-4.13%,0,135,1000,0.00,2,N/A,N/A
1489,KODEX 최소변동성,11175,0,0.00%,0,134,1200,0.00,0,N/A,N/A
1490,TIGER 200 금융,6325,상승5,+0.08%,0,134,2120,0.00,4386,N/A,N/A
1491,KODEX 미국S&P500산업재(합성),23345,상승170,+0.73%,0,134,574,0.00,393,N/A,N/A
1492,KBSTAR 중국MSCI China(H),8620,하락55,-0.63%,0,134,1550,0.00,251,N/A,N/A
1493,KBSTAR 헬스케어채권혼합,11105,하락30,-0.27%,0,133,1200,0.00,1767,N/A,N/A
1494,KODEX 기계장비,6985,상승65,+0.94%,0,133,1900,0.03,7170,N/A,N/A
1495,TRUE 인버스 2X 플래티넘 선물 ETN,13170,하락570,-4.15%,0,132,1000,0.00,1877,N/A,N/A
1496,TRUE 레버리지 유로스탁스50 ETN(H) B,13135,0,0.00%,0,131,1000,0.00,0,N/A,N/A
1497,KODEX KRX300레버리지,13105,하락110,-0.83%,0,131,1000,0.00,405,N/A,N/A
1498,KODEX 운송,5040,상승55,+1.10%,0,131,2600,0.00,8211,N/A,N/A
1499,KB 레버리지 KOSPI 200 선물 ETN,26165,하락285,-1.08%,0,131,500,0.00,2,N/A,N/A
1500,BNK 주주가치액티브,11865,하락45,-0.38%,0,131,1100,0.00,701,N/A,N/A
1501,KBSTAR 국채선물10년인버스,53250,상승120,+0.23%,0,130,244,0.00,1,N/A,N/A
1502,JW중외제약2우B,62900,상승1000,+1.62%,2500,130,206,0.12,2,47.80,N/A
1503,KODEX 3대농산물선물(H),12275,하락155,-1.25%,0,129,1050,0.00,923,N/A,N/A
1504,미래에셋 인버스 2X 옥수수 선물 ETN,12765,상승365,+2.94%,0,128,1000,0.00,322,N/A,N/A
1505,태양금속우,3860,상승45,+1.18%,500,127,3300,0.04,3910,-241.25,N/A
1506,메리츠 인버스 국채30년 ETN,12680,0,0.00%,0,127,1000,0.00,0,N/A,N/A
1507,삼성 인버스 2X 구리 선물 ETN(H),2530,하락20,-0.78%,0,126,5000,0.00,1,N/A,N/A
1508,HANARO 글로벌탄소배출권선물ICE(합성),12650,하락80,-0.63%,0,126,1000,0.00,3,N/A,N/A
1509,신한 USD K200 선물 바이셀 ETN,6320,0,0.00%,0,126,2000,0.00,0,N/A,N/A
1510,ACE 글로벌메타버스테크액티브,7420,상승95,+1.30%,0,126,1700,0.00,29,N/A,N/A
1511,SOL 미국배당다우존스(H),10495,하락5,-0.05%,0,126,1200,0.00,205012,N/A,N/A
1512,대신 S&P 인버스 WTI원유 선물 ETN,12585,0,0.00%,0,126,1000,0.00,0,N/A,N/A
1513,TIGER LG그룹+펀더멘털,9830,하락35,-0.35%,0,126,1280,0.00,802,N/A,N/A
1514,메리츠 블룸버그 레버리지 WTI선물 ETN(H),12570,하락690,-5.20%,0,126,1000,0.00,2,N/A,N/A
1515,신한 인버스 옥수수 선물 ETN(H),6285,상승165,+2.70%,0,126,2000,0.00,1,N/A,N/A
1516,TRUE 금 선물 ETN,12550,0,0.00%,0,126,1000,0.00,0,N/A,N/A
1517,KB S&P 레버리지 WTI원유 선물 ETN(H),12535,하락565,-4.31%,0,125,1000,0.00,2960,N/A,N/A
1518,VITA MZ소비액티브,8080,0,0.00%,0,125,1550,0.00,41,N/A,N/A
1519,ACE 골드선물 레버리지(합성 H),17845,하락30,-0.17%,0,125,700,0.00,25,N/A,N/A
1520,삼성 인버스 2X HSCEI ETN(H),12460,상승110,+0.89%,0,125,1000,0.00,2559,N/A,N/A
1521,삼성 인버스 HSCEI ETN(H),12440,0,0.00%,0,124,1000,0.00,0,N/A,N/A
1522,KOSEF 고배당,9210,상승5,+0.05%,0,124,1350,0.00,475,N/A,N/A
1523,메리츠 인버스 2X 대표 농산물 선물 ETN(H),12425,0,0.00%,0,124,1000,0.00,0,N/A,N/A
